timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu, clocks.current.sm [MHz]
2026/09/23 01:55:02.351, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.26 W, 300.00 W, 46, 2505 MHz
2026/09/23 01:55:03.352, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.21 W, 300.00 W, 46, 2505 MHz
2026/09/23 01:55:04.352, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 57.17 W, 300.00 W, 46, 2505 MHz
2026/09/23 01:55:05.352, 0, 0 %, 0 %, 3507 MiB, 49140 MiB, 101.82 W, 300.00 W, 50, 2760 MHz
2026/09/23 01:55:06.353, 0, 0 %, 0 %, 1559 MiB, 49140 MiB, 154.73 W, 300.00 W, 49, 2760 MHz
2026/09/23 01:55:07.353, 0, 66 %, 77 %, 1559 MiB, 49140 MiB, 122.50 W, 300.00 W, 47, 2760 MHz
2026/09/23 01:55:08.354, 0, 67 %, 68 %, 1379 MiB, 49140 MiB, 189.36 W, 300.00 W, 50, 2760 MHz
2026/09/23 01:55:09.355, 0, 20 %, 24 %, 1379 MiB, 49140 MiB, 124.44 W, 300.00 W, 48, 2760 MHz
2026/09/23 01:55:10.355, 0, 0 %, 0 %, 1655 MiB, 49140 MiB, 83.13 W, 300.00 W, 50, 2760 MHz
2026/09/23 01:55:11.359, 0, 63 %, 41 %, 1655 MiB, 49140 MiB, 177.25 W, 300.00 W, 48, 2760 MHz
2026/09/23 01:55:12.359, 0, 0 %, 0 %, 3567 MiB, 49140 MiB, 73.86 W, 300.00 W, 48, 2760 MHz
2026/09/23 01:55:13.360, 0, 91 %, 80 %, 3567 MiB, 49140 MiB, 213.32 W, 300.00 W, 54, 2655 MHz
2026/09/23 01:55:14.361, 0, 86 %, 77 %, 3567 MiB, 49140 MiB, 272.31 W, 300.00 W, 57, 2625 MHz
2026/09/23 01:55:15.362, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 272.30 W, 300.00 W, 55, 2400 MHz
2026/09/23 01:55:16.362, 0, 86 %, 76 %, 3567 MiB, 49140 MiB, 273.40 W, 300.00 W, 57, 2580 MHz
2026/09/23 01:55:17.363, 0, 87 %, 78 %, 3567 MiB, 49140 MiB, 275.09 W, 300.00 W, 56, 2415 MHz
2026/09/23 01:55:18.364, 0, 85 %, 76 %, 3567 MiB, 49140 MiB, 272.40 W, 300.00 W, 58, 2550 MHz
2026/09/23 01:55:19.365, 0, 91 %, 82 %, 3567 MiB, 49140 MiB, 274.77 W, 300.00 W, 57, 2400 MHz
2026/09/23 01:55:20.366, 0, 87 %, 77 %, 3567 MiB, 49140 MiB, 274.46 W, 300.00 W, 58, 2550 MHz
